Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
Coffee 2,"They have the best flavor latte! Ask for oat milk and you can thank me later, it makes the drink so much more creamier... yum I was in love at first sip! Parking can be a pain so plan accordingly if u gonna study/work in the cafe.",5.0,2019-05-05,0.453125,0.3466666666666666,0.128,0.73,0.2075,0.8475,POSITIVE,0.9999382495880127,89.38,4.7,4.12,4.8,6.43,6,4th and 5th grade,89.38,4.7,4.8,6.43,230
Coffee 2,Great little place! food and drinks are delicious. It was my first timing visiting this place with some friends and i loved it. The only concern i have is that it's super crowded in there since it's a small place. We ended up standing while eating and drinking. We had no place tosit since a lot of people were just sitting and chatting away. Other than that it's worth it.,4.0,2019-05-02,0.4984375,0.5925,0.136,0.719,0.35875,0.9622,POSITIVE,0.9989767074584961,84.98,4.3,5.9,4.8,6.47,10,5th and 6th grade,84.98,4.3,4.8,6.47,373
Coffee 2,This place is sooo cute and the coffee is great! I love this place it's very instagram vlogger type of place! Great for studying or hanging out!,5.0,2019-04-29,0.0,0.6799999999999999,0.0,0.575,0.0,0.9537,POSITIVE,0.9826359748840332,96.18,2.1,5.42,3.7,6.42,4,5th and 6th grade,96.18,2.1,3.7,6.42,144
Coffee 2,"Visiting friends in SF, my husband was craving caffeine and sweets. My friend recommended Home for tasty latte creations on the sweeter side.I managed to steal just a few sips of husband's Nutella mocha. Yes, normally that would be Nutella latte, but he asked for Nutella mocha--he likes his coffee seriously sweet .Verdict:  Delicious! And surprisingly actually not too sweet.The interior at Home is lots of hard surfaces yet still a cozy atmosphere, I  spend a few hours here reading or whatever.",5.0,2019-04-22,0.06736111111111112,0.4864583333333333,0.218,0.664,0.44725,0.9656,POSITIVE,0.9999289512634277,59.13,10.1,11.14,12.8,8.5,20,12th and 13th grade,59.13,10.1,12.8,8.5,498
Coffee 2,"This a great joint to try just for the cute coffee art.  They give double shots of espresso in the cup.  The latte are huge.  They customize your drinks and have good service to cater to your tastes.  They're known for their specialty drinks like the birthday latte.  Though many of them have too much syrup and they're too sweet that takes away the coffee flavor.  It would be nice to have natural flavors for specialty drinks.  I also like they have a variety of toasts, both sweet and savory.  The savory ones could be a good snack or a meal if you're not hungry.  I will have to come back and try one of their toasts. The seats aren't that comfortable, so it's not an ideal place to come and read/work for a long time.  They also have signs on some tables that forbid you to bring a computer.",4.0,2019-04-15,0.4895833333333333,0.5906250000000002,0.20800000000000002,0.765,0.29775,0.971,POSITIVE,0.9998257756233215,29.19,27.8,8.15,36.4,8.72,13,8th and 9th grade,29.19,20.0,14.0,8.72,796
Coffee 2,"My favorite coffee shop in the city for the following reasons:1) AMAZING latte art 2) DELICIOUS and UNIQUE specialty lattes (condensed milk latte, birthday cake latte, Cookie Monster with little cookies in it, lavender latte, etc.)3) YUMMY toasts (LOVE the Bravocado)4) Free Wifi and environment conducive to getting work/studying done5) Beautiful simple decor, great for the 'gramAnd of course, easy street parking all around.I love this place, wish I lived closer. I still make a point of coming here once in a while whenever I'm in the neighborhood or need to get some work done!",4.0,2019-04-15,0.45949074074074076,0.7261904761904762,0.0,0.684,0.444,0.9902,POSITIVE,0.999640941619873,31.72,20.6,11.91,26.5,8.82,17,20th and 21st grade,31.72,20.0,14.0,8.82,582
The Mill,"Pretty classic extremely hipster and unnecessarily bougie SF coffee spot. The four barrel coffee is almost always on point (disappointing that they don't have skim milk options or any oat milk - it's SF in 2019, guys!). Their toast is nothing to write home about - totally passable but overpriced. The bread here is a complete winner though - especially when they bring it out fresh! Worth standing in those long lines for (Josey Baker Bread always is). The pizza is also INCREDIBLE and even their weird toppings are always on point. Glad to live so close by to such a cool spot!",4.0,2019-06-02,-0.13499999999999998,0.6745098039215687,0.116,0.802,0.2635,0.9605,POSITIVE,0.9996237754821777,73.88,6.5,8.75,8.2,6.71,15,6th and 7th grade,73.88,6.5,8.2,6.71,579
The Mill,"This place is so cute with an open environment. I had the avocado toast and it was so good that I tried the hazelnut chocolate toast as well. Their homemade bread is no joke - it is fluffy, fresh, and warm. Literally the best bread I have ever had. It melts in your mouth and is worth the steep $8 for the avocado toast. I also tried the tumeric tea, which was nothing special and a small portion (especially compared to the toast). This place could use more than one restroom or even just one not covered in graffiti. It could also be improved with additional seating or charging outlets that customers really need when visiting any coffee shop.",4.0,2019-05-29,0.4547619047619048,0.5131868131868133,0.1285,0.774,0.27716666666666673,0.9631,POSITIVE,0.9994540810585022,73.37,6.7,7.36,7.0,7.05,20,6th and 7th grade,73.37,6.7,7.0,7.05,646
The Mill,Had the iced latte and it definitely hit the spot! Not sure if it's the milk used but there's a lingering sweetness to the coffee here. Only downside is that there's no WiFi here which is surprising as many customers are working on their laptops.,4.0,2019-05-29,0.13749999999999998,0.6777777777777778,0.188,0.705,0.215,0.5124,POSITIVE,0.9999216794967651,81.63,5.6,7.42,7.2,7.19,8,7th and 8th grade,81.63,5.6,7.2,7.19,246
The Mill,The BEST!!!!! The bread is truly some of the best I've ever had. Got the almond butter toast and would definitely recommend. I plan on going back next time I'm in SF!,5.0,2019-05-27,1.0,0.22000000000000003,0.0,0.667,0.4275,0.9256,POSITIVE,0.9995885491371155,85.99,3.9,4.21,3.8,5.65,3,3rd and 4th grade,85.99,3.9,3.8,5.65,166
The Mill,"5 stars for quality of goods, atmosphere and highly improved service since I was last coming here (much nicer, friendlier people behind the counter). But 1 star for listing wifi on yelp. There isn't any. I came here specifically to work on my computer online and didn't find out until I bought my coffee and pastry. Luckily both were delicious and I had my book to read, but now have to go somewhere else for internet....",4.0,2019-05-22,0.6666666666666666,0.5566666666666666,0.0,0.859,0.2685,0.8247,NEGATIVE,0.9999769926071167,72.97,6.9,7.42,7.6,7.09,13,7th and 8th grade,72.97,6.9,7.6,7.09,421
The Mill,"Had a mocha and it was good!  Not syrupy or overly sweet.  The food is ok.  Have had toast, a quiche, and an assortment of pastries.  Nothing has blown my socks off but it is solidly good.  Employees are nice and professional and the place is pretty clean.  They have delicious donuts in the morning but they go fast!",4.0,2019-05-20,0.5354166666666667,0.675,0.0,0.648,0.4075,0.979,POSITIVE,0.9956448078155518,36.97,22.8,8.2,28.7,8.44,7,22nd and 23rd grade,36.97,20.0,14.0,8.44,317
The Mill,"This review is *only* for their pizza. It tastes like focaccia with cheese and sauce on it, which is not pizza. Granted, given that it's a bakery, this shouldn't be surprising, but I was surprised by how many people were eating it and looked like they were happy with it. It was very mediocre pizza and I would not eat it again. I would give their pizza 2 stars, and I'm giving them 3 stars total because it had a cute, although very hipster, atmosphere.",3.0,2019-05-14,0.036111111111111066,0.7722222222222223,0.0,0.759,0.248,0.9567,NEGATIVE,0.9999970197677612,79.6,6.4,6.49,7.6,6.52,11,7th and 8th grade,79.6,6.4,7.6,6.52,454
The Mill,Really yummy toast! I got the seasonal jam with butter and sea salt on country bread. A little tight for working on major projects but a nice place for some quick laptop work or simple conversation. Great for small groups and slightly busy on weekends.,5.0,2019-05-12,0.19054232804232804,0.47928571428571437,0.0,0.765,0.24666666666666667,0.9184,POSITIVE,0.9997121691703796,76.93,5.3,7.81,6.0,6.65,7,5th and 6th grade,76.93,5.3,6.0,6.65,252
The Mill,"The bread, coffee and pizza at the mill are great, and the service friendly, but the prices are a bit high. I usually buy a loaf of the bread on the weekends to have on hand during the week.I used to buy it at bi rite next door while picking up other groceries but ecently it hasn't been available there so I have to come to the mill which I don't love because you have to wait 10 minutes to buy a loaf of bread, which is frustrating when not ordering a drink or toast etc. I wish there was a way for neighborhood folks to quickly buy a loaf of bread.",4.0,2019-05-11,0.1761111111111111,0.48150000000000004,0.141,0.821,0.18833333333333332,0.4763,NEGATIVE,0.9880423545837402,67.46,13.1,5.58,15.7,6.9,10,15th and 16th grade,67.46,13.1,14.0,6.9,551
The Mill,Absolutely love this place! The staff is extremely friendly and the coffee is really good. I wish they had one on every corner so I didn't have to go to other coffee shops when in a rush.,5.0,2019-05-09,0.22083333333333333,0.51875,0.0,0.675,0.3095,0.9377,POSITIVE,0.9979866743087769,75.91,5.7,4.86,4.0,5.1,2,5th and 6th grade,75.91,5.7,4.0,5.1,187
The Mill,"This is a cute coffee shop and good for working and doesn't ever seem to be either too busy or empty. I tend to prefer less acidic coffee and their coffee definitely swings more to the acidic side (this is why I gave it a 4/5). Their pizza is great though (but is thin crust, so don't expect any east coast or Chicago style pizza).",4.0,2019-05-07,0.20370370370370372,0.5629629629629629,0.0,0.794,0.17966666666666664,0.8979,POSITIVE,0.8989683389663696,83.29,7.0,5.57,8.8,5.93,5,5th and 6th grade,83.29,7.0,8.8,5.93,331
The Mill,It's 2019 and this cafe is stuck in 1919 with no wifi.Drinks? Meh. Good music though.,3.0,2019-05-06,0.7,0.6000000000000001,0.4305,0.588,0.592,-0.1531,NEGATIVE,0.9998030066490173,105.66,0.5,3.9,3.2,0.4,0,3rd and 4th grade,100.0,0.5,3.2,0.4,85
The Mill,"Sweetest little park ever, my four year old niece loves this park.  A lot of love and care went into the creation of this lovely spot.",5.0,2019-05-05,0.5,0.5125,0.0,0.541,0.424,0.9517,POSITIVE,0.9951164722442627,78.93,8.7,6.68,11.3,6.14,2,6th and 7th grade,78.93,8.7,11.3,6.14,134
The Mill,"I was looking for a place to study but this place does NOT have wifi which is wrong information from yelp.Nice open space with totally natural light, simple and  modern decor as most popular instagram style interior.  i ordered chocolate hazelnut with sea salt country bread which is ok.",3.0,2019-05-05,0.09999999999999999,0.5619047619047619,0.187,0.74,0.2815,0.7564,NEGATIVE,0.9966617822647095,38.66,20.0,11.45,26.1,9.29,10,19th and 20th grade,38.66,20.0,14.0,9.29,287
The Mill,"Love this place!!! Basic, but fast, friendly, and clean. The coffee brewed here is strong just the way I like it and has a great flavor and no bitter aftertaste. Oh and the iced latte is my favorite for sure. Give it a try",5.0,2019-05-01,0.4371412037037037,0.6397222222222222,0.173,0.448,0.465,0.9801,POSITIVE,0.9994186162948608,96.38,2.0,3.33,2.1,5.51,4,5th and 6th grade,96.38,2.0,2.1,5.51,222
The Mill,"The layout is so cute and on trend. It's no surprise it was rated on SF's most Instagram worthy spots. But.If you are like me, you eat with your mouth as much as your eyes. The coffee falls flat and the toast has been pretty disappointing. Adding giant pieces of rock salt to a peanut butter and jelly toast doesn't elevate it. Avocado toast was ok. They also will not slice the bread for you. So, I prefer walking down to Bi-Rite for a loaf.",2.0,2019-04-28,0.22268518518518518,0.6313888888888889,0.17099999999999999,0.767,0.2918,0.892,NEGATIVE,0.9999822378158569,86.1,3.9,4.97,3.7,5.83,9,3rd and 4th grade,86.1,3.9,3.7,5.83,442
The Mill,"Came here on a Sunday morning with a friend, and there was a line in the store. However, we were able to find a seat. I got the fruit jam toast and he got the nutella. The toast itself was a pretty good size and reasonably thick. The toppings were fine, albeit a bit plain for the price. There also was sea salt added to both of ours, which is nice in theory, but they might have overdone it as it was a bit too salty and actually hurt my mouth to eat it. I would give this place a 3.5 if I could. Coffee was average. The loaves of bread for sale looked good, and I heard the pizza is amazing. I would come back for the more savory toasts or the pizza, but I'm not in a rush to come back for the sweets toasts.",3.0,2019-04-28,0.25493197278911567,0.5040816326530612,0.116,0.819,0.26380000000000003,0.9451,NEGATIVE,0.9976645708084106,90.39,4.3,3.65,4.0,5.55,11,3rd and 4th grade,90.39,4.3,4.0,5.55,710
